Electroneum,ETN,https://coinmarketcap.com/currencies/electroneum/,0.00667202974934
Golem,GNT,https://coinmarketcap.com/currencies/golem-network-tokens/,0.0608154613802
Cryptonex,CNX,https://coinmarketcap.com/currencies/cryptonex/,1.04550332869
Huobi Token,HT,https://coinmarketcap.com/currencies/huobi-token/,1.1008549233
Mixin,XIN,https://coinmarketcap.com/currencies/mixin/,120.495350506
Ardor,ARDR,https://coinmarketcap.com/currencies/ardor/,0.0538160512744
MaidSafeCoin,MAID,https://coinmarketcap.com/currencies/maidsafecoin/,0.116778808733
Factom,FCT,https://coinmarketcap.com/currencies/factom/,6.01684080826
Ark,ARK,https://coinmarketcap.com/currencies/ark/,0.475014746639
ODEM,ODE,https://coinmarketcap.com/currencies/odem/,0.218513135588
HyperCash,HC,https://coinmarketcap.com/currencies/hypercash/,1.11812719721
Insight Chain,INB,https://coinmarketcap.com/currencies/insight-chain/,0.281838561086
Crypto.com,MCO,https://coinmarketcap.com/currencies/crypto-com/,2.79799728083
Loopring,LRC,https://coinmarketcap.com/currencies/loopring/,0.054874753634
Linkey,LKY,https://coinmarketcap.com/currencies/linkey/,0.819187688638
Waltonchain,WTC,https://coinmarketcap.com/currencies/waltonchain/,0.995462631154
PIVX,PIVX,https://coinmarketcap.com/currencies/pivx/,0.705115906904
Aurora,AOA,https://coinmarketcap.com/currencies/aurora/,0.0061150041162
Project Pai,PAI,https://coinmarketcap.com/currencies/project-pai/,0.0283084659157
Decentraland,MANA,https://coinmarketcap.com/currencies/decentraland/,0.0375105140076
Quant,QNT,https://coinmarketcap.com/currencies/quant/,3.99761381674
Crypto.com Chain,CRO,https://coinmarketcap.com/currencies/crypto-com-chain/,0.0123568086961
MOAC,MOAC,https://coinmarketcap.com/currencies/moac/,0.60820666639
aelf,ELF,https://coinmarketcap.com/currencies/aelf/,0.129455417057
Power Ledger,POWR,https://coinmarketcap.com/currencies/power-ledger/,0.0907844501599
Nexo,NEXO,https://coinmarketcap.com/currencies/nexo/,0.0634645281369
Veritaseum,VERI,https://coinmarketcap.com/currencies/veritaseum/,16.5145649752
STASIS EURS,EURS,https://coinmarketcap.com/currencies/stasis-eurs/,1.12531771578
Zcoin,XZC,https://coinmarketcap.com/currencies/zcoin/,5.11946198694
GXChain,GXC,https://coinmarketcap.com/currencies/gxchain/,0.578954478525
MonaCoin,MONA,https://coinmarketcap.com/currencies/monacoin/,0.520035892105
KuCoin Shares,KCS,https://coinmarketcap.com/currencies/kucoin-shares/,0.375481649497
ReddCoin,RDD,https://coinmarketcap.com/currencies/reddcoin/,0.00116325784295
WAX,WAX,https://coinmarketcap.com/currencies/wax/,0.0356351400355
Aion,AION,https://coinmarketcap.com/currencies/aion/,0.116870371076
Bancor,BNT,https://coinmarketcap.com/currencies/bancor/,0.515403333526
Metaverse ETP,ETP,https://coinmarketcap.com/currencies/metaverse/,0.570121977016
DigixDAO,DGD,https://coinmarketcap.com/currencies/digixdao/,15.2796536092
Wanchain,WAN,https://coinmarketcap.com/currencies/wanchain/,0.284994853837
